ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title
213341_at	1	0.51791883	-0.658563	-4.64	-0.1068097	FEM1C	fem-1 homolog C
203939_at	1	0.51797893	-0.658468	-4.64	-0.1645124	NT5E	5'-nucleotidase ecto
211803_at	1	0.51800611	-0.658424	-4.64	-0.3498877	CDK2	cyclin dependent kinase 2
213948_x_at	1	0.51803548	-0.658378	-4.64	-0.2028053	CADM3	cell adhesion molecule 3
211872_s_at	1	0.51805466	-0.658347	-4.64	-0.3305502	RGS11	regulator of G-protein signaling 11
201463_s_at	1	0.51812972	0.658228	-4.64	0.1018835	TALDO1	transaldolase 1
210447_at	1	0.51814299	-0.658207	-4.64	-0.3099984	GLUD2	glutamate dehydrogenase 2
212247_at	1	0.51820185	-0.658113	-4.64	-0.1272762	NUP205	nucleoporin 205
203087_s_at	1	0.51824116	0.658051	-4.64	0.1270094	KIF2A	kinesin family member 2A
209955_s_at	1	0.51826038	-0.65802	-4.64	-0.2686956	FAP	fibroblast activation protein alpha
AFFX-PheX-M_at	1	0.51827029	0.658004	-4.64	0.2390245		
207974_s_at	1	0.51840066	-0.657797	-4.64	-0.0820401	SKP1	S-phase kinase-associated protein 1
204720_s_at	1	0.51845278	-0.657714	-4.64	-0.3432692	DNAJC6	DnaJ heat shock protein family (Hsp40) member C6
221541_at	1	0.51846305	-0.657698	-4.64	-0.1661882	CRISPLD2	cysteine rich secretory protein LCCL domain containing 2
221898_at	1	0.51848797	0.657658	-4.64	0.3341064	PDPN	podoplanin
209625_at	1	0.51850208	-0.657636	-4.64	-0.0989934	PIGH	phosphatidylinositol glycan anchor biosynthesis class H
216402_at	1	0.51850704	-0.657628	-4.64	-0.2582958	SEC14L4	SEC14 like lipid binding 4
217194_at	1	0.51855435	-0.657553	-4.64	-0.6342953	RASAL2	RAS protein activator like 2
219603_s_at	1	0.51857746	0.657516	-4.64	0.1129203	ZNF226	zinc finger protein 226
221985_at	1	0.51858382	-0.657506	-4.64	-0.1125326	KLHL24	kelch like family member 24
215473_at	1	0.51859194	-0.657493	-4.64	-0.2879984		
212356_at	1	0.51861845	-0.657451	-4.64	-0.1860754	KHNYN	KH and NYN domain containing
213545_x_at	1	0.51862323	-0.657443	-4.64	-0.0750241	SNX3	sorting nexin 3
218258_at	1	0.51865612	-0.657391	-4.64	-0.111584	POLR1D	RNA polymerase I subunit D
201694_s_at	1	0.51867957	-0.657354	-4.64	-0.1833338	EGR1	early growth response 1
203435_s_at	1	0.51868166	-0.65735	-4.64	-0.1989197	MME	membrane metallo-endopeptidase
214528_s_at	1	0.51872478	0.657282	-4.64	0.3932643	PAX8	paired box 8
219889_at	1	0.51878823	-0.657181	-4.64	-0.1271281	FRAT1	frequently rearranged in advanced T-cell lymphomas 1
215073_s_at	1	0.51880053	-0.657161	-4.64	-0.4160621	NR2F2	nuclear receptor subfamily 2 group F member 2
211343_s_at	1	0.51882645	-0.65712	-4.64	-0.3740796	COL13A1	collagen type XIII alpha 1 chain
213908_at	1	0.51884578	-0.657089	-4.64	-0.1858958	WHAMMP2///WHAMMP3	WAS protein homolog associated with actin, golgi membranes and microtubules pseudogene 2///WAS protein homolog associated with actin, golgi membranes and microtubules pseudogene 3
216797_at	1	0.51888366	0.657029	-4.64	0.3757604		
40569_at	1	0.51888705	-0.657024	-4.64	-0.1099031	MZF1	myeloid zinc finger 1
207330_at	1	0.51891913	-0.656973	-4.64	-0.1307708	PZP	PZP, alpha-2-macroglobulin like
217737_x_at	1	0.5189401	0.65694	-4.64	0.077518	RTFDC1	replication termination factor 2 domain containing 1
220825_s_at	1	0.51898781	-0.656864	-4.64	-0.3413485	KIRREL	kin of IRRE like (Drosophila)
214454_at	1	0.51907598	-0.656724	-4.64	-0.3274393	ADAMTS2	ADAM metallopeptidase with thrombospondin type 1 motif 2
222229_x_at	1	0.51912184	-0.656651	-4.64	-0.0982934		
207317_s_at	1	0.51914191	-0.656619	-4.64	-0.2850224	CASQ2	calsequestrin 2
215874_at	1	0.5191978	0.65653	-4.64	0.2409416		
207953_at	1	0.51924464	-0.656456	-4.64	-0.2454827		
213625_at	1	0.51931163	0.656349	-4.64	0.1870555	ZKSCAN4	zinc finger with KRAB and SCAN domains 4
217355_at	1	0.51935336	-0.656283	-4.64	-0.4899555		
204700_x_at	1	0.51935534	0.65628	-4.64	0.1868903	DIEXF	digestive organ expansion factor homolog (zebrafish)
208373_s_at	1	0.51937363	-0.656251	-4.64	-0.2088784	P2RY6	pyrimidinergic receptor P2Y6
37590_g_at	1	0.51946932	-0.656099	-4.64	-0.1055957		
219047_s_at	1	0.51949877	-0.656052	-4.64	-0.2374052	ZNF668	zinc finger protein 668
222099_s_at	1	0.51958259	-0.655919	-4.64	-0.080694	LSM14A	LSM14A, mRNA processing body assembly factor
208123_at	1	0.5196419	0.655825	-4.64	0.3152337	KCNB2	potassium voltage-gated channel subfamily B member 2
203672_x_at	1	0.51964201	-0.655825	-4.64	-0.129319	TPMT	thiopurine S-methyltransferase
222042_x_at	1	0.51967711	0.655769	-4.64	0.3076624	MEX3D	mex-3 RNA binding family member D
200890_s_at	1	0.51980391	0.655568	-4.64	0.1417747	SSR1	signal sequence receptor subunit 1
212095_s_at	1	0.5198083	0.655561	-4.64	0.2779236	MTUS1	microtubule associated tumor suppressor 1
212760_at	1	0.51981641	0.655548	-4.64	0.089449	UBR2	ubiquitin protein ligase E3 component n-recognin 2
211614_at	1	0.5198544	-0.655487	-4.64	-0.1739162	ERVH-6	endogenous retrovirus group H member 6
210215_at	1	0.51990561	0.655406	-4.64	0.3158237	TFR2	transferrin receptor 2
213838_at	1	0.51994695	0.655341	-4.64	0.1221228	NOL7	nucleolar protein 7
220644_at	1	0.51997829	-0.655291	-4.64	-0.2270485		
200712_s_at	1	0.51999859	-0.655259	-4.64	-0.1334217	MAPRE1	microtubule associated protein RP/EB family member 1
33814_at	1	0.52007391	0.655139	-4.64	0.2123916	PAK4	p21 (RAC1) activated kinase 4
202189_x_at	1	0.52009063	0.655112	-4.64	0.0759426	MIR4745///PTBP1	microRNA 4745///polypyrimidine tract binding protein 1
208904_s_at	1	0.52010939	0.655083	-4.64	0.1102275	RPS28	ribosomal protein S28
219902_at	1	0.52012344	0.65506	-4.64	0.2873829	BHMT2	betaine--homocysteine S-methyltransferase 2
218698_at	1	0.52015371	0.655012	-4.64	0.1712868	APIP	APAF1 interacting protein
212507_at	1	0.52018259	0.654967	-4.64	0.07857	TMEM131	transmembrane protein 131
208913_at	1	0.52020543	-0.65493	-4.64	-0.0930875	GGA2	golgi associated, gamma adaptin ear containing, ARF binding protein 2
221134_at	1	0.5202716	-0.654825	-4.64	-0.3182366	ANGPT4	angiopoietin 4
210651_s_at	1	0.52029284	-0.654792	-4.64	-0.2188034	EPHB2	EPH receptor B2
221813_at	1	0.52036099	0.654683	-4.64	0.2570546	FBXO42	F-box protein 42
216185_at	1	0.52041139	-0.654604	-4.64	-0.4794574	FUT9	fucosyltransferase 9
218837_s_at	1	0.52043743	0.654562	-4.64	0.239078	UBE2D4	ubiquitin conjugating enzyme E2 D4 (putative)
206377_at	1	0.52054862	0.654386	-4.64	0.2740247	FOXF2	forkhead box F2
204551_s_at	1	0.52054881	0.654386	-4.64	0.4594956	AHSG	alpha 2-HS glycoprotein
202582_s_at	1	0.52055982	0.654368	-4.64	0.1026955	RANBP9	RAN binding protein 9
41387_r_at	1	0.5205845	0.654329	-4.64	0.1837334	KDM6B	lysine demethylase 6B
205192_at	1	0.52060909	0.65429	-4.64	0.1313482	MAP3K14	mitogen-activated protein kinase kinase kinase 14
207819_s_at	1	0.52061984	-0.654273	-4.64	-0.2254254	ABCB4	ATP binding cassette subfamily B member 4
91920_at	1	0.52063315	-0.654252	-4.64	-0.1439033	BCAN	brevican
213649_at	1	0.52064312	0.654236	-4.64	0.1170583	SRSF7	serine and arginine rich splicing factor 7
202371_at	1	0.52065409	-0.654219	-4.64	-0.1712954	TCEAL4	transcription elongation factor A like 4
214749_s_at	1	0.52065912	-0.654211	-4.64	-0.0933287	ARMCX6	armadillo repeat containing, X-linked 6
220038_at	1	0.52068958	-0.654162	-4.64	-0.1620426	C8orf44-SGK3///SGK3	C8orf44-SGK3 readthrough///serum/glucocorticoid regulated kinase family member 3
221823_at	1	0.52072006	-0.654114	-4.64	-0.1792171	C5orf30	chromosome 5 open reading frame 30
207506_at	1	0.52080225	0.653984	-4.64	0.2327393	GLRX3	glutaredoxin 3
201518_at	1	0.520807	0.653976	-4.64	0.0835513	CBX1	chromobox 1
206853_s_at	1	0.52083462	0.653932	-4.64	0.1044871	MAP3K7	mitogen-activated protein kinase kinase kinase 7
214443_at	1	0.52087306	0.653871	-4.64	0.1990648	PVR	poliovirus receptor
201737_s_at	1	0.52092434	0.65379	-4.64	0.1358585	MARCH6	membrane associated ring-CH-type finger 6
202090_s_at	1	0.5210502	-0.65359	-4.64	-0.0752427	UQCR11	ubiquinol-cytochrome c reductase, complex III subunit XI
216949_s_at	1	0.52113558	0.653455	-4.64	0.3356976	LOC101930075///PKD1	polycystin-1-like///polycystin 1, transient receptor potential channel interacting
220442_at	1	0.52120836	-0.65334	-4.64	-0.3180086	POC1B-GALNT4///GALNT4	POC1B-GALNT4 readthrough///polypeptide N-acetylgalactosaminyltransferase 4
203520_s_at	1	0.52121326	-0.653332	-4.64	-0.103085	ZNF318	zinc finger protein 318
209620_s_at	1	0.52126955	0.653243	-4.64	0.1150664	ABCB7	ATP binding cassette subfamily B member 7
210429_at	1	0.52131105	0.653177	-4.64	0.5135291	RHD	Rh blood group D antigen
203150_at	1	0.5213603	-0.653099	-4.64	-0.3747955	RABEPK	Rab9 effector protein with kelch motifs
216371_at	1	0.52143083	0.652987	-4.64	0.1560974		
208200_at	1	0.52143448	0.652981	-4.64	0.1652734	IL1A	interleukin 1 alpha
217308_at	1	0.52144069	-0.652971	-4.64	-0.2743851	OR1F2P	olfactory receptor family 1 subfamily F member 2 pseudogene
206994_at	1	0.52157324	0.652761	-4.64	0.3977943	CST4	cystatin S
220749_at	1	0.52162174	-0.652685	-4.64	-0.3040267	CCDC7	coiled-coil domain containing 7
217903_at	1	0.52164427	-0.652649	-4.64	-0.136947	STRN4	striatin 4
205671_s_at	1	0.52165047	-0.652639	-4.64	-0.3180833	HLA-DOB	major histocompatibility complex, class II, DO beta
221254_s_at	1	0.52165111	-0.652638	-4.64	-0.1519159	PITPNM3	PITPNM family member 3
217854_s_at	1	0.52172887	-0.652515	-4.64	-0.1070516	POLR2E	RNA polymerase II subunit E
204666_s_at	1	0.52177111	-0.652448	-4.64	-0.1816751	SIKE1	suppressor of IKBKE 1
202273_at	1	0.52178321	-0.652429	-4.64	-0.3977811	PDGFRB	platelet derived growth factor receptor beta
219148_at	1	0.52180636	0.652392	-4.64	0.179666	PBK	PDZ binding kinase
212612_at	1	0.52182889	-0.652356	-4.64	-0.0867906	RCOR1	REST corepressor 1
217988_at	1	0.52183078	-0.652353	-4.64	-0.1199063	CCNB1IP1	cyclin B1 interacting protein 1
203466_at	1	0.52189622	0.65225	-4.64	0.5006231	MPV17	MPV17, mitochondrial inner membrane protein
35160_at	1	0.52193345	-0.652191	-4.64	-0.1260541	LDB1	LIM domain binding 1
205664_at	1	0.52196866	0.652135	-4.64	0.1273578	KIN	Kin17 DNA and RNA binding protein
214270_s_at	1	0.52203668	0.652027	-4.64	0.3572437	MAPRE3	microtubule associated protein RP/EB family member 3
203327_at	1	0.52211125	0.651909	-4.64	0.0861796	IDE	insulin degrading enzyme
204691_x_at	1	0.52218719	0.651789	-4.64	0.129628	PLA2G6	phospholipase A2 group VI
202832_at	1	0.52219	0.651784	-4.64	0.1092257	GCC2	GRIP and coiled-coil domain containing 2
204354_at	1	0.52224016	0.651705	-4.64	0.117241	POT1	protection of telomeres 1
222021_x_at	1	0.52228529	0.651634	-4.64	0.0972177	SDHAP2///SDHAP1	succinate dehydrogenase complex flavoprotein subunit A pseudogene 2///succinate dehydrogenase complex flavoprotein subunit A pseudogene 1
221285_at	1	0.52229568	-0.651617	-4.64	-0.252288	ST8SIA2	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 2
218153_at	1	0.52232234	-0.651575	-4.64	-0.1105341	CARS2	cysteinyl-tRNA synthetase 2, mitochondrial (putative)
200896_x_at	1	0.52235715	-0.65152	-4.64	-0.1455833	HDGF	hepatoma-derived growth factor
205850_s_at	1	0.52237174	-0.651497	-4.64	-0.2557063	GABRB3	gamma-aminobutyric acid type A receptor beta3 subunit
210246_s_at	1	0.52240047	-0.651451	-4.64	-0.1628781	ABCC8	ATP binding cassette subfamily C member 8
201872_s_at	1	0.52242001	-0.65142	-4.64	-0.1051664	ABCE1	ATP binding cassette subfamily E member 1
203752_s_at	1	0.52243637	0.651394	-4.64	0.1076593	JUND	JunD proto-oncogene, AP-1 transcription factor subunit
206096_at	1	0.52247492	-0.651333	-4.64	-0.2217296	ZNF35	zinc finger protein 35
208806_at	1	0.52253863	-0.651233	-4.64	-0.1387229	CHD3	chromodomain helicase DNA binding protein 3
214087_s_at	1	0.52254211	-0.651227	-4.64	-0.1867437	MYBPC1	myosin binding protein C, slow type
218556_at	1	0.52254233	0.651227	-4.64	0.1194738	ORMDL2	ORMDL sphingolipid biosynthesis regulator 2
208435_s_at	1	0.52254357	-0.651225	-4.64	-0.2300645	AQP6	aquaporin 6
210144_at	1	0.52265172	-0.651054	-4.64	-0.2625937	TBC1D22A	TBC1 domain family member 22A
201617_x_at	1	0.52280906	-0.650805	-4.64	-0.4518121	CALD1	caldesmon 1
214492_at	1	0.52287355	-0.650702	-4.64	-0.238542	SGCD	sarcoglycan delta
53987_at	1	0.52288516	0.650684	-4.64	0.1036784	RANBP10	RAN binding protein 10
211197_s_at	1	0.5229189	0.650631	-4.64	0.4161884	ICOSLG	inducible T-cell costimulator ligand
215001_s_at	1	0.52293891	-0.650599	-4.64	-0.1265908	GLUL	glutamate-ammonia ligase
220127_s_at	1	0.52300161	-0.6505	-4.64	-0.0909084	FBXL12	F-box and leucine rich repeat protein 12
206754_s_at	1	0.52301306	-0.650482	-4.64	-0.3310267	CYP2B7P///CYP2B6	cytochrome P450 family 2 subfamily B member 7, pseudogene///cytochrome P450 family 2 subfamily B member 6
216759_at	1	0.52301357	-0.650481	-4.64	-0.2514461	HRASLS2	HRAS like suppressor 2
218793_s_at	1	0.52305217	-0.65042	-4.64	-0.1526188	SCML1	sex comb on midleg-like 1 (Drosophila)
216980_s_at	1	0.52305526	-0.650415	-4.64	-0.3449045	SPN	sialophorin
204648_at	1	0.52311474	-0.650321	-4.64	-0.4720345	NPR1	natriuretic peptide receptor 1
209659_s_at	1	0.52311646	-0.650318	-4.64	-0.1067511	CDC16	cell division cycle 16
203515_s_at	1	0.52341468	0.649846	-4.64	0.1189243	PMVK	phosphomevalonate kinase
204285_s_at	1	0.52345358	0.649785	-4.64	0.180741	PMAIP1	phorbol-12-myristate-13-acetate-induced protein 1
204812_at	1	0.52349496	0.649719	-4.64	0.1108055	ZW10	zw10 kinetochore protein
216618_at	1	0.52352006	0.64968	-4.64	0.2640905		
216524_x_at	1	0.52353677	0.649653	-4.64	0.158974		
202367_at	1	0.52367081	-0.649441	-4.64	-0.2590917	CUX1	cut like homeobox 1
203802_x_at	1	0.52368572	0.649418	-4.64	0.1274586	NSUN5	NOP2/Sun RNA methyltransferase family member 5
207575_at	1	0.52379157	0.649251	-4.64	0.3500612	GOLGA6A	golgin A6 family member A
AFFX-BioB-3_at	1	0.52382333	-0.6492	-4.64	-0.4174112		
218784_s_at	1	0.52383827	0.649177	-4.64	0.2769095	SAYSD1	SAYSVFN motif domain containing 1
209091_s_at	1	0.52389057	0.649094	-4.64	0.1262595	SH3GLB1	SH3 domain containing GRB2 like endophilin B1
214129_at	1	0.52389401	-0.649089	-4.64	-0.1549117	LOC101930416///LOC101929792///LOC100996724///PDE4DIP	myomegalin-like///uncharacterized LOC101929792///phosphodiesterase 4D interacting protein-like///phosphodiesterase 4D interacting protein
212635_at	1	0.52395037	-0.649	-4.64	-0.1280146	TNPO1	transportin 1
218921_at	1	0.52395143	0.648998	-4.64	0.149424	SIGIRR	single Ig and TIR domain containing
202666_s_at	1	0.52395793	0.648988	-4.64	0.145597	ACTL6A	actin like 6A
209258_s_at	1	0.523982	0.64895	-4.64	0.208425	SMC3	structural maintenance of chromosomes 3
209776_s_at	1	0.52400577	-0.648912	-4.64	-0.2320826	SLC19A1	solute carrier family 19 member 1
215190_at	1	0.5241273	-0.64872	-4.64	-0.2013911	EIF3M	eukaryotic translation initiation factor 3 subunit M
218709_s_at	1	0.52418476	-0.648629	-4.64	-0.0904909	IFT52	intraflagellar transport 52
201215_at	1	0.52423259	-0.648554	-4.64	-0.1633858	PLS3	plastin 3
206785_s_at	1	0.52441065	0.648272	-4.64	0.4488713	KLRC2///KLRC1	killer cell lectin like receptor C2///killer cell lectin like receptor C1
212472_at	1	0.52447098	0.648177	-4.64	0.1204241	MICAL2	microtubule associated monooxygenase, calponin and LIM domain containing 2
205426_s_at	1	0.52455545	-0.648043	-4.64	-0.2961915	HIP1	huntingtin interacting protein 1
201267_s_at	1	0.52456615	0.648027	-4.64	0.0918946	PSMC3	proteasome 26S subunit, ATPase 3
201099_at	1	0.52458509	0.647997	-4.64	0.0998608	USP9X	ubiquitin specific peptidase 9, X-linked
219341_at	1	0.5247018	-0.647812	-4.64	-0.3338518	CLN8	ceroid-lipofuscinosis, neuronal 8
200015_s_at	1	0.52472289	-0.647779	-4.64	-0.0929178	SEPT2	septin 2
39318_at	1	0.52479239	-0.647669	-4.64	-0.2686172	TCL1A	T-cell leukemia/lymphoma 1A
221791_s_at	1	0.52480113	-0.647655	-4.64	-0.1147632	TMA7	translation machinery associated 7 homolog
201222_s_at	1	0.524825	0.647618	-4.64	0.1345717	RAD23B	RAD23 homolog B, nucleotide excision repair protein
212950_at	1	0.52484126	-0.647592	-4.64	-0.2126142	ADGRF5	adhesion G protein-coupled receptor F5
212846_at	1	0.52486856	0.647549	-4.64	0.1018085	RRP1B	ribosomal RNA processing 1B
204361_s_at	1	0.52501381	-0.64732	-4.64	-0.430917	SKAP2	src kinase associated phosphoprotein 2
200924_s_at	1	0.52506643	0.647237	-4.64	0.0991264	SLC3A2	solute carrier family 3 member 2
201019_s_at	1	0.52507156	-0.647228	-4.64	-0.0901861	EIF1AX	eukaryotic translation initiation factor 1A, X-linked
207516_at	1	0.52508662	-0.647205	-4.64	-0.3241124	CHRNB4	cholinergic receptor nicotinic beta 4 subunit
206723_s_at	1	0.52517626	-0.647063	-4.64	-0.1910297	LPAR2	lysophosphatidic acid receptor 2
202222_s_at	1	0.52518447	-0.64705	-4.64	-0.5312824	DES	desmin
215939_at	1	0.52520201	-0.647023	-4.64	-0.2699597		
203968_s_at	1	0.52520414	0.647019	-4.64	0.1246549	CDC6	cell division cycle 6
AFFX-BioDn-5_at	1	0.52522297	-0.646989	-4.64	-0.1915547		
218133_s_at	1	0.52524914	-0.646948	-4.64	-0.293681	NIF3L1	NGG1 interacting factor 3 like 1
211169_s_at	1	0.52526032	-0.646931	-4.64	-0.4484497	PPP1R3A	protein phosphatase 1 regulatory subunit 3A
210751_s_at	1	0.52528721	-0.646888	-4.64	-0.1797981	RGN	regucalcin
218947_s_at	1	0.52530441	-0.646861	-4.64	-0.0771716	MTPAP	mitochondrial poly(A) polymerase
207603_at	1	0.52533079	-0.646819	-4.64	-0.3124793	SLC4A7	solute carrier family 4 member 7
203337_x_at	1	0.52537456	0.64675	-4.64	0.199688	ITGB1BP1	integrin subunit beta 1 binding protein 1
202992_at	1	0.52541313	0.646689	-4.64	0.255382	C7	complement component 7
208309_s_at	1	0.52542065	-0.646677	-4.64	-0.134025	MALT1	MALT1 paracaspase
219120_at	1	0.52545329	-0.646626	-4.64	-0.3027776	WDCP	WD repeat and coiled coil containing
202792_s_at	1	0.52546296	-0.646611	-4.64	-0.1856442	PPP6R2	protein phosphatase 6 regulatory subunit 2
221093_at	1	0.52547068	0.646599	-4.64	0.2844083	BRD7P3	bromodomain containing 7 pseudogene 3
208044_s_at	1	0.52550053	0.646551	-4.64	0.2613666	PPARD	peroxisome proliferator activated receptor delta
219982_s_at	1	0.52562497	-0.646355	-4.64	-0.151881	SERF1B///SERF1A	small EDRK-rich factor 1B///small EDRK-rich factor 1A
208867_s_at	1	0.52564043	0.646331	-4.64	0.1616184	CSNK1A1	casein kinase 1 alpha 1
208732_at	1	0.52565751	-0.646304	-4.64	-0.0981903	RAB2A	RAB2A, member RAS oncogene family
206195_x_at	1	0.52566441	-0.646293	-4.64	-0.2134754	GH2	growth hormone 2
203831_at	1	0.52569219	0.646249	-4.64	0.0866167	R3HDM2	R3H domain containing 2
213646_x_at	1	0.52571282	0.646216	-4.64	0.1339391	TUBA1B	tubulin alpha 1b
214687_x_at	1	0.52574941	0.646159	-4.64	0.0967368	ALDOA	aldolase, fructose-bisphosphate A
219785_s_at	1	0.5257994	0.64608	-4.64	0.3030409	C16orf95	chromosome 16 open reading frame 95
204574_s_at	1	0.52582727	-0.646036	-4.64	-0.2828496	MMP19	matrix metallopeptidase 19
214353_at	1	0.52591568	0.645896	-4.64	0.4411402		
204421_s_at	1	0.52605103	0.645683	-4.64	0.3303265	FGF2	fibroblast growth factor 2
216529_at	1	0.5260514	-0.645682	-4.64	-0.2489688		
218373_at	1	0.52609225	0.645618	-4.64	0.1278208	AKTIP	AKT interacting protein
213010_at	1	0.5262725	0.645334	-4.64	0.3895438	PRKCDBP	protein kinase C delta binding protein
204390_at	1	0.52628139	0.64532	-4.64	0.3177703	TRIM24	tripartite motif containing 24
207449_s_at	1	0.52642788	0.645089	-4.64	0.2507348	POFUT2	protein O-fucosyltransferase 2
206342_x_at	1	0.52648747	-0.644995	-4.64	-0.1881457	IDS	iduronate 2-sulfatase
217975_at	1	0.5264895	0.644992	-4.64	0.304171	TCEAL9	transcription elongation factor A like 9
203097_s_at	1	0.52651231	-0.644956	-4.64	-0.1084525	RAPGEF2	Rap guanine nucleotide exchange factor 2
222212_s_at	1	0.52665492	-0.644731	-4.64	-0.1252955	CERS2	ceramide synthase 2
208205_at	1	0.52668036	0.644691	-4.64	0.1840752	PCDHA9	protocadherin alpha 9
219441_s_at	1	0.52668987	0.644676	-4.64	0.3262172	LRRK1	leucine rich repeat kinase 1
222332_at	1	0.52679196	0.644515	-4.64	0.3098304		
220304_s_at	1	0.52680739	0.644491	-4.64	0.2951734	CNGB3	cyclic nucleotide gated channel beta 3
212001_at	1	0.52682226	0.644467	-4.64	0.1882783	SUGP2	SURP and G-patch domain containing 2
212707_s_at	1	0.52692497	-0.644305	-4.64	-0.1684379	RASA4B///RASA4CP///RASA4	RAS p21 protein activator 4B///RAS p21 protein activator 4C, pseudogene///RAS p21 protein activator 4
217341_at	1	0.52695923	-0.644251	-4.64	-0.2068363	DNM1	dynamin 1
216595_at	1	0.52701496	-0.644164	-4.64	-0.2724541	FAM186A	family with sequence similarity 186 member A
213471_at	1	0.52704016	-0.644124	-4.64	-0.3321512	NPHP4	nephronophthisis 4
207279_s_at	1	0.52719802	0.643875	-4.64	0.4312342	NEBL	nebulette
220193_at	1	0.52725086	-0.643792	-4.64	-0.249442	SH3D21	SH3 domain containing 21
206443_at	1	0.52733564	-0.643659	-4.64	-0.2005401	RORB	RAR related orphan receptor B
220860_at	1	0.52733583	-0.643658	-4.64	-0.3098177	PURG	purine rich element binding protein G
217381_s_at	1	0.52734864	0.643638	-4.64	0.2167289	TARP	TCR gamma alternate reading frame protein
208563_x_at	1	0.52738119	0.643587	-4.64	0.290796	POU3F3	POU class 3 homeobox 3
212852_s_at	1	0.52743991	0.643494	-4.64	0.0966228	TROVE2	TROVE domain family member 2
201147_s_at	1	0.52752767	-0.643356	-4.64	-0.3176797	TIMP3	TIMP metallopeptidase inhibitor 3
202143_s_at	1	0.52753374	-0.643347	-4.64	-0.1170346	COPS8	COP9 signalosome subunit 8
207601_at	1	0.52755927	-0.643306	-4.64	-0.1761115	SULT1B1	sulfotransferase family 1B member 1
221321_s_at	1	0.52761077	-0.643225	-4.64	-0.3170642	KCNIP2	potassium voltage-gated channel interacting protein 2
210315_at	1	0.52762898	-0.643197	-4.64	-0.349156	SYN2	synapsin II
208950_s_at	1	0.52770124	-0.643083	-4.64	-0.5436358	ALDH7A1	aldehyde dehydrogenase 7 family member A1
202754_at	1	0.52774686	0.643011	-4.64	0.0848735	R3HDM1	R3H domain containing 1
214884_at	1	0.52776709	-0.642979	-4.64	-0.3632223	MCF2	MCF.2 cell line derived transforming sequence
222160_at	1	0.52783828	-0.642867	-4.64	-0.1092506	AKAP8L	A-kinase anchoring protein 8 like
217309_s_at	1	0.52785034	-0.642848	-4.64	-0.2931286	DSCR3	DSCR3 arrestin fold containing
217598_at	1	0.52786389	0.642827	-4.64	0.1782343	CINP	cyclin dependent kinase 2 interacting protein
213379_at	1	0.52789264	-0.642782	-4.64	-0.1390336	COQ2	coenzyme Q2, polyprenyltransferase
203379_at	1	0.52790785	0.642758	-4.64	0.1298333	RPS6KA1	ribosomal protein S6 kinase A1
222050_at	1	0.52791744	-0.642742	-4.64	-0.3147783		
211812_s_at	1	0.52792718	0.642727	-4.64	0.3973704	B3GALNT1	beta-1,3-N-acetylgalactosaminyltransferase 1 (globoside blood group)
215126_at	1	0.52801275	-0.642592	-4.64	-0.2218507	LINC01314	long intergenic non-protein coding RNA 1314
211523_at	1	0.52803858	0.642552	-4.64	0.380777	GNRHR	gonadotropin releasing hormone receptor
206606_at	1	0.52807495	-0.642495	-4.64	-0.1838837	LIPC	lipase C, hepatic type
202602_s_at	1	0.5280787	0.642489	-4.64	0.0932521	HTATSF1	HIV-1 Tat specific factor 1
217174_s_at	1	0.52822443	-0.642259	-4.64	-0.2326304	APC2	APC2, WNT signaling pathway regulator
215686_x_at	1	0.52827781	-0.642175	-4.64	-0.5290721	TFAP2B	transcription factor AP-2 beta
217311_at	1	0.52830126	0.642138	-4.64	0.1886878		
211968_s_at	1	0.52831206	0.642121	-4.64	0.1095409	HSP90AA1	heat shock protein 90 alpha family class A member 1
206788_s_at	1	0.52833429	0.642087	-4.64	0.1495745	CBFB	core-binding factor beta subunit
215636_at	1	0.52838873	0.642001	-4.64	0.3303464	UBR4	ubiquitin protein ligase E3 component n-recognin 4
214166_at	1	0.52839217	-0.641995	-4.64	-0.2761681	SDHB	succinate dehydrogenase complex iron sulfur subunit B
218336_at	1	0.52839976	0.641984	-4.64	0.1147282	PFDN2	prefoldin subunit 2
212538_at	1	0.52840562	0.641974	-4.64	0.1360823	DOCK9	dedicator of cytokinesis 9
216230_x_at	1	0.52844221	-0.641917	-4.64	-0.2465283	SMPD1	sphingomyelin phosphodiesterase 1
221452_s_at	1	0.52845142	-0.641902	-4.64	-0.0769023	TMEM14B	transmembrane protein 14B
218098_at	1	0.52848811	-0.641845	-4.64	-0.0969789	ARFGEF2	ADP ribosylation factor guanine nucleotide exchange factor 2
208795_s_at	1	0.52856177	0.641729	-4.64	0.1427918	MCM7	minichromosome maintenance complex component 7
209669_s_at	1	0.52864355	0.6416	-4.64	0.1190248	SERBP1	SERPINE1 mRNA binding protein 1
219503_s_at	1	0.52869784	-0.641515	-4.64	-0.2655883	TMEM40	transmembrane protein 40
213182_x_at	1	0.52873873	0.64145	-4.64	0.4321841	CDKN1C	cyclin dependent kinase inhibitor 1C
212325_at	1	0.52877918	-0.641387	-4.64	-0.3346671	LIMCH1	LIM and calponin homology domains 1
